Bundesland;Universität;Jahr;Name des Gebers;Geld-/Sachspende;Art der Leistung;Wert;Hinweis;Alternativname;Quelle
Niedersachsen;TU Braunschweig;2013;Doris Hartmann-Eggeling und Klaus-Dieter Eggeling;Geldleistung;Spende;1800;Deutschlandstipendium;;http://www.niedersachsen.de/download/65425
Niedersachsen;TU Braunschweig;2013;Krone;Stipendium;Spende;1500;Stipendium für Kursgebühr Internationale Sommerkurse 2013;;http://www.niedersachsen.de/download/65425
Niedersachsen;TU Braunschweig;2013;E.ON;Sponsoring;Sponsoring;1500;Supraleiter-Seminar - Druck Logo auf Einladungsflyer - Möglichkeit zur Präsentation;;http://www.niedersachsen.de/download/65425
Niedersachsen;TU Braunschweig;2013;Ed. Züblin AG;Geldleistung;Spende;3600;Deutschlandstipendium;;http://www.niedersachsen.de/download/65425
Niedersachsen;TU Braunschweig;2013;Enertech GmbH Adjutantenkamp 8 58675 Hemer;ölbrenner;Spende;1526,77;dient Forschungszwecken;;http://www.niedersachsen.de/download/65425
Niedersachsen;TU Braunschweig;2013;Erich Mundstock Stiftung;Geldleistung;Spende;5000;Erich Mundstock Stipendium;;http://www.niedersachsen.de/download/65425
Niedersachsen;TU Braunschweig;2013;Feinchemie Schwebda;Geldleistung;Spende;1500;'Unkrauttagung 2014'';;http://www.niedersachsen.de/download/65425
Niedersachsen;TU Braunschweig;2013;Ferchau Engineering;Geldleistung;Spende;3600;Deutschlandstipendium;;http://www.niedersachsen.de/download/65425
Niedersachsen;TU Braunschweig;2013;Fernseh- u. Kinotechnische Gesellschaft e.V., Berlin;Studienförderung;Spende;2500;Studentische Exkursionen;;http://www.niedersachsen.de/download/65425
Niedersachsen;TU Braunschweig;2013;Freunde des Braunschweiger Botanischen Gartens;Geldleistung;Spende;1000;Projekt Grüne Schule 50;;http://www.niedersachsen.de/download/65425
Niedersachsen;TU Braunschweig;2013;Friede Springer-Stiftung;Geldleistung;Spende;1000;Projekt Grüne Schule 50;;http://www.niedersachsen.de/download/65425
Niedersachsen;TU Braunschweig;2013;Henkel;Geldleistung;Spende;1000;Projekt Grüne Schule 50;;http://www.niedersachsen.de/download/65425
Niedersachsen;TU Braunschweig;2013;G.A.Röders GmbH & Co.KG, Soltau;Geldspende;Spende;7400;Druckgießforschung;;http://www.niedersachsen.de/download/65425
Niedersachsen;TU Braunschweig;2013;Dr.-Ing. E.h. Udo-Willi Kögler, Wolfsburg;Geldleistung;Spende;6000;Walter-Kertz-Studienpreis 2013;;http://www.niedersachsen.de/download/65425
Niedersachsen;TU Braunschweig;2013;Jürgen Lambrecht;Geldleistung;Spende;1800;Deutschlandstipendium;;http://www.niedersachsen.de/download/65425
Niedersachsen;TU Braunschweig;2013;Prof. Dr. Ing. Heinz Duddeck, Braunschweig;Geldleistung;Spende;1000;Unterstützung Archiv SAIB;;http://www.niedersachsen.de/download/65425
Niedersachsen;TU Braunschweig;2013;Herrenknecht AG;Stipendium;Spende;1500;Stipendium für Kursgebühr Internationale Sommerkurse 2013;;http://www.niedersachsen.de/download/65425
Niedersachsen;TU Braunschweig;2013;"Herta Thiemann; Braunschweig, Nachlass; Amtsgericht Braunschweig";Geldleistung;Spende;47698,51;Erhaltung und Erweiterung des Botanischen Gartens;;http://www.niedersachsen.de/download/65425
Niedersachsen;TU Braunschweig;2013;hhpberlin Ingenieure für Brandschutz GmbH;Geldzuwendung;Spende;2150;Wissenschaftliche Zwecke;;http://www.niedersachsen.de/download/65425
Niedersachsen;TU Braunschweig;2013;Humbold-Universität Berlin, Institut f. Rehabilitationswissenscha ften;Geldleistung;Spende;1500;Unterstützumg der Jahrestagung DGFE 2013;;http://www.niedersachsen.de/download/65425
Niedersachsen;TU Braunschweig;2013;Inbetriebnahmegesellschaf t Transporttechnik mbH , Lengede;Geldleistung;Spende;1800;Deutschlandstipendium;;http://www.niedersachsen.de/download/65425
Niedersachsen;TU Braunschweig;2013;IHK Braunschweig;Stipendium;Spende;1075;Stipendium für Kursgebühr Internationale Sommerkurse 2013;;http://www.niedersachsen.de/download/65425
Niedersachsen;TU Braunschweig;2013;IHK Braunschweig;Geldleistung;Spende;2700;Deutschlandstipendium;;http://www.niedersachsen.de/download/65425
Niedersachsen;TU Braunschweig;2013;Ingenieurgesellschaft für Verkehrs- und Eisenbahnwesen mbH, Hannover;Geldleistung;Spende;35000;Förderung des wissenschaftlichen Nachwuchses;;http://www.niedersachsen.de/download/65425
Niedersachsen;TU Braunschweig;2013;Intel GmbH;Geldleistung;Spende;10000;Intel Stipendium 13/14;;http://www.niedersachsen.de/download/65425
Niedersachsen;TU Braunschweig;2013;iTUBS - Innovationsgesellschaft Technische Universität Braunschweig mbH, Braunschweig;Geldleistung;Sponsoring;4500;tubs.CITY Jahrestagung 2013;;http://www.niedersachsen.de/download/65425
Niedersachsen;TU Braunschweig;2013;KSM Castings GmbH, Hildesheim;Geldspende;Spende;7400;Druckgießforschung;;http://www.niedersachsen.de/download/65425
Niedersachsen;TU Braunschweig;2013;Laves-Stiftung;Geldleistung;Sponsoring;1500;Architekturpositionen;;http://www.niedersachsen.de/download/65425
Niedersachsen;TU Braunschweig;2013;Lions Hilfswerk Braunschweig- Dankwarderode;Geldleistung;Spende;2000;Projekt Grüne Schule 50;;http://www.niedersachsen.de/download/65425
Niedersachsen;TU Braunschweig;2013;M Plan GmbH;Geldleistung;Spende;1800;Deutschlandstipendium;;http://www.niedersachsen.de/download/65425
Niedersachsen;TU Braunschweig;2013;Magma Gießereitechnologie GmbH;Geldspende;Spende;7400;Druckgießforschung;;http://www.niedersachsen.de/download/65425
Niedersachsen;TU Braunschweig;2013;Miele & Cie. KG;Geldleistung;Spende;9000;Deutschlandstipendium;;http://www.niedersachsen.de/download/65425
Niedersachsen;TU Braunschweig;2013;Monsanto Agrar Deutschland GmbH;Geldleistung;Spende;1500;'Unkrauttagung 2014'';;http://www.niedersachsen.de/download/65425
Niedersachsen;TU Braunschweig;2013;Nordzucker AG;Geldleistung;Spende;1500;150-Jahr-Feier ITC;;http://www.niedersachsen.de/download/65425
Niedersachsen;TU Braunschweig;2013;Nufarm Deutschland GmbH, Köln;Geldleistung;Spende;1500;'Unkrauttagung 2014'';;http://www.niedersachsen.de/download/65425
Niedersachsen;TU Braunschweig;2013;Perschmann GmbH, Braunschweig;Werkzeuge;Spende;4666,83;Ausbildungswerkstatt;;http://www.niedersachsen.de/download/65425
Niedersachsen;TU Braunschweig;2013;Peter-Osypka-Stiftung, Grenzach-Wyhlen;Stipendium;Spende;4500;Stipendium für Kursgebühr Internationale Sommerkurse 2013;;http://www.niedersachsen.de/download/65425
Niedersachsen;TU Braunschweig;2013;"Plattenhardt KG; Hattenhofen";Geldspende;Spende;7400;Druckgießforschung;;http://www.niedersachsen.de/download/65425
Niedersachsen;TU Braunschweig;2013;Prof. Dr. Armand Blaschette;Geldleistung;Spende;2500;Literatur;;http://www.niedersachsen.de/download/65425
Niedersachsen;TU Braunschweig;2013;Prof. Dr. Ing. Rehm Gallus, München;Stipendium;Spende;2150;Stipendium für Kursgebühr Internationale Sommerkurse 2013;;http://www.niedersachsen.de/download/65425
Niedersachsen;TU Braunschweig;2013;Prof. Dr. Michael Schilling;Bücher;Spende;1301,12;Bücher für den Germanistik-Bestand;;http://www.niedersachsen.de/download/65425
Niedersachsen;TU Braunschweig;2013;Prof. Rie, Braunschweig;Geldleistung;Spende;51237,77;Forschung;;http://www.niedersachsen.de/download/65425
Niedersachsen;TU Braunschweig;2013;Professor Dr.-Ing. e.h.Heinz Duddeck;Geldleistung;Spende;3600;Deutschlandstipendium;;http://www.niedersachsen.de/download/65425
Niedersachsen;TU Braunschweig;2013;ProIfEV e.V., Braunschweig;Geldleistung;Spende;4000;Zuschuss zur Exkursion nach China vom 17.-26.05.2013;;http://www.niedersachsen.de/download/65425
Niedersachsen;TU Braunschweig;2013;Haus + Grund Braunschweig, Braunschweig;Geldleistung;Spende;1500;Preisgeld für studentischen Wettbewerb Raumzeichen Projekt KiQ;;http://www.niedersachsen.de/download/65425
Niedersachsen;TU Braunschweig;2013;Reisebüro Schmidt GmbH;Stipendium;Spende;1000;Stipendium für Kursgebühr Internationale Sommerkurse 2013;;http://www.niedersachsen.de/download/65425
Niedersachsen;TU Braunschweig;2013;Richard Borek Stiftung, Braunschweig;Geldleistung;Spende;5000;Projekt Grüne Schule 50;;http://www.niedersachsen.de/download/65425
Niedersachsen;TU Braunschweig;2013;Rücker;Geldleistung;Spende;1800;Deutschlandstipendium;;http://www.niedersachsen.de/download/65425
Niedersachsen;TU Braunschweig;2013;Schött Druckguss GmbH, Menden;Geldspende;Spende;7400;Druckgießforschung;;http://www.niedersachsen.de/download/65425
Niedersachsen;TU Braunschweig;2013;Siemens;Geldleistung;Spende;9000;Deutschlandstipendium;;http://www.niedersachsen.de/download/65425
Niedersachsen;TU Braunschweig;2013;SMA Solar Technology AG;Sachspende: Solar-Wechselrichter zur Netzeinspeisung, div. Zubehör;Spende;22242,29;Forschung und Lehre;;http://www.niedersachsen.de/download/65425
Niedersachsen;TU Braunschweig;2013;Stiebel Eltron;Sachspende: Wärmepumpe zum Projekt Berghalde;Spende;18217,79;Test- und Forschungszwecke zur regenerativen Energieversorgung;;http://www.niedersachsen.de/download/65425
Niedersachsen;TU Braunschweig;2013;Stifterverband für die Deutsche Wissenschaft;Geldleistung;Spende;5000;Symposium ''Mathematische Probleme lösen lernen'';;http://www.niedersachsen.de/download/65425
Niedersachsen;TU Braunschweig;2013;Stiftung Braunschweiger Land;Geldleistung;Spende;1000;Projekt Grüne Schule 50;;http://www.niedersachsen.de/download/65425
Niedersachsen;TU Braunschweig;2013;Stiftung Braunschweigischer Kulturbesitz;Geldleistung;Spende;65000;Veranstaltung TU-NIGHT 2013;;http://www.niedersachsen.de/download/65425
Niedersachsen;TU Braunschweig;2013;Stiftung Braunschweigischer Kulturbesitz;Geldleistung;Schenkung;13862,55;Unterstützung Schriftenreihe;;http://www.niedersachsen.de/download/65425
Niedersachsen;TU Braunschweig;2013;Stiftung Braunschweigischer Kulturbesitz;Zuschuss;Zuschuss;125000;Grüne Lernfabrik;;http://www.niedersachsen.de/download/65425
Niedersachsen;TU Braunschweig;2013;Stiftung Niedersachsenmetall;Geldleistung;Spende;102682,95;Grüne Lernfabrik;;http://www.niedersachsen.de/download/65425
Niedersachsen;TU Braunschweig;2013;Stiftung zur Förderung der Wissenschaften an der Carolo-Wilhelmina;Geldleistung;Spende;18000;Deutschlandstipendium;;http://www.niedersachsen.de/download/65425
Niedersachsen;TU Braunschweig;2013;Technische Universität Dresden, Sektion Schulpädagogik der DGfE, Dresden;Geldleistung;Spende;2000;Unterstützumg der Jahrestagung DGFE 2013;;http://www.niedersachsen.de/download/65425
Niedersachsen;TU Braunschweig;2013;Trimet Aluminium AG, Sömmerda;1 Tonne Aluminium;Spende;3308,2;Proben;;http://www.niedersachsen.de/download/65425
Niedersachsen;TU Braunschweig;2013;Trimet Aluminium AG, Sömmerda;Geldspende;Spende;7400;Druckgießforschung;;http://www.niedersachsen.de/download/65425
Niedersachsen;TU Braunschweig;2013;Trumpf;Geldleistung;Spende;10800;Deutschlandstipendium;;http://www.niedersachsen.de/download/65425
Niedersachsen;TU Braunschweig;2013;UMS Gmbh, München;Geldleistung;Spende;15000;Geographie u.Geoökologie;;http://www.niedersachsen.de/download/65425
Niedersachsen;TU Braunschweig;2013;Union Kaufm. Verein;Geldleistung;Spende;1000;Projekt Grüne Schule 50;;http://www.niedersachsen.de/download/65425
Niedersachsen;TU Braunschweig;2013;Verband der Metallindustriellen Niedersachsen e. V., Hannover;Geldleistung;Sponsoring;15000;öffentlichkeitsarbeit, RATUBS- Schriftenreihe;;http://www.niedersachsen.de/download/65425
Niedersachsen;TU Braunschweig;2013;Verein zur Förderung der Koordinierungsstelle Windenergierecht e.V., Eisenhartstr.18, 14469 Potsdam;Geldleistung;Schenkung;11389,13;öffentlichkeitsarbeit K:WER;;http://www.niedersachsen.de/download/65425
Niedersachsen;TU Braunschweig;2013;Volkswagen;Geldleistung;Sponsoring / Werbezuwendung;2000;Ideenwettbewerb MacGyver 2013;;http://www.niedersachsen.de/download/65425
Niedersachsen;TU Braunschweig;2013;Volkswagen;Geldleistung;Sponsoring;2000000;Niedersächsisches Forschungszentrum Fahrzeugtechnik - NFF;;http://www.niedersachsen.de/download/65425
Niedersachsen;TU Braunschweig;2013;Volkswagen;Geldleistung;Spende;3630000;Niedersächsisches Forschungszentrum Fahrzeugtechnik - NFF;;http://www.niedersachsen.de/download/65425
Niedersachsen;TU Braunschweig;2013;Volkswagen;Geldleistung;Spende;10800;Deutschlandstipendium;;http://www.niedersachsen.de/download/65425
Niedersachsen;TU Braunschweig;2014;ACO Hochbau ;Geldleistung;Sponsoring;2000;Jahrbuch 2013 Architektur ;;https://www.tu-braunschweig.de/gb2/abt21/service
Niedersachsen;TU Braunschweig;2014;Adolf Messer Stiftung;Geldleistung;Spende;11000;Stipendium für Internationale Sommerkurse 2014 ;;https://www.tu-braunschweig.de/gb2/abt21/service
Niedersachsen;TU Braunschweig;2014;Airbus Group;Geldleistung;Sponsoring;1000;Karl-Doetsch-Preis ;;https://www.tu-braunschweig.de/gb2/abt21/service
Niedersachsen;TU Braunschweig;2014;AIV Braunschweig ;Geldleistung;Sponsoring;1000;Jahrbuch 2013 Architektur ;;https://www.tu-braunschweig.de/gb2/abt21/service
Niedersachsen;TU Braunschweig;2014;Alfred-Herrhausen Gesellschaft ;Geldleistung;Spende;5000;ohne Verwendungszweck ;;https://www.tu-braunschweig.de/gb2/abt21/service
Niedersachsen;TU Braunschweig;2014;E.ON;Geldleistung;Spende;1800;Deutschlandstipendium ;Avacon AG ;https://www.tu-braunschweig.de/gb2/abt21/service
Niedersachsen;TU Braunschweig;2014;Baker Hughes Inteq GmbH;Geldleistung;Sponsoring;4000;Ideenwettbewerb MacGyver 2014 ;;https://www.tu-braunschweig.de/gb2/abt21/service
Niedersachsen;TU Braunschweig;2014;Baugenossenschaft Wiederaufbau EG;Geldleistung;Spende;3000;Agnes-Pockels-SchülerInnen-Labor ;;https://www.tu-braunschweig.de/gb2/abt21/service
Niedersachsen;TU Braunschweig;2014;BMW;Geldleistung;Spende;3000;Druckkostenzuschuss Buchprojekt ''Die Metaphorik der Autobahn'' ;;https://www.tu-braunschweig.de/gb2/abt21/service
Niedersachsen;TU Braunschweig;2014;Braunschweigische Landessparkasse;Geldleistung;Spende;10000;Förderung Kinder-Uni 2014 ;;https://www.tu-braunschweig.de/gb2/abt21/service
Niedersachsen;TU Braunschweig;2014;Braunschweiger Hochschulbund;Geldleistung;Spende;2000;Projekt Grüne Schule 50 ;;https://www.tu-braunschweig.de/gb2/abt21/service
Niedersachsen;TU Braunschweig;2014;Braunschweiger Hochschulbund;Geldleistung;Sponsoring;1250;Absolventenfeier 2014 ;;https://www.tu-braunschweig.de/gb2/abt21/service
Niedersachsen;TU Braunschweig;2014;Braunschweiger Hochschulbund;Geldleistung;Spende;21600;Deutschlandstipendium ;;https://www.tu-braunschweig.de/gb2/abt21/service
Niedersachsen;TU Braunschweig;2014;Braunschweiger Hochschulbund;Geldleistung;Spende;10600;Förderung TU-DAY 2014 ;;https://www.tu-braunschweig.de/gb2/abt21/service
Niedersachsen;TU Braunschweig;2014;Braunschweiger Hochschulbund;Geldleistung;Spende;1500;Förderung Researchers` Night 2014 ;;https://www.tu-braunschweig.de/gb2/abt21/service
Niedersachsen;TU Braunschweig;2014;Brunel;Geldleistung;Spende;1800;Deutschlandstipendium ;;https://www.tu-braunschweig.de/gb2/abt21/service
Niedersachsen;TU Braunschweig;2014;Bühler GmbH;Geldleistung;Spende;1000;Projekt Grüne Schule 50 ;;https://www.tu-braunschweig.de/gb2/abt21/service
Niedersachsen;TU Braunschweig;2014;Carl Schumacher Beteiligungen und Immobilien KG ;Geldleistung;Spende;1000;Kolloquium ;;https://www.tu-braunschweig.de/gb2/abt21/service
Niedersachsen;TU Braunschweig;2014;Cheminova Deutschland GmbH & Co. KG ;Geldleistung;Spende;1500;für ''Unkrauttagung 2014'' ;;https://www.tu-braunschweig.de/gb2/abt21/service
Niedersachsen;TU Braunschweig;2014;Volkswagen-Stiftung;Geldleistung;Spende;3600;Deutschlandstipendium ;;https://www.tu-braunschweig.de/gb2/abt21/service
Niedersachsen;TU Braunschweig;2014;Deutsche Bahn;Geldleistung;Spende;1800;Deutschlandstipendium ;Deutsche Bahn Stiftung gGmbH ;https://www.tu-braunschweig.de/gb2/abt21/service
Niedersachsen;TU Braunschweig;2014;Deutscher Verband für Schweißen und verwandte Verfahren e.V. ;Geldleistung;Spende;3000;DVS-Förderung ''Young Professionals'' Reisekostenzuschuss Hensel,Klassen,Workowski ;;https://www.tu-braunschweig.de/gb2/abt21/service
Niedersachsen;TU Braunschweig;2014;Deutscher Verband für Schweißen und verwandte Verfahren e.V. ;Geldleistung;Spende;1500;DVS-Förderung ''Young Professionals'' Reisekostenzuschuss Krasnorutskyi ;;https://www.tu-braunschweig.de/gb2/abt21/service
Niedersachsen;TU Braunschweig;2014;Dobeneck-Technologie-Stiftung;Geldleistung;Spende;45000;Forschungsvorhaben Laserstrahlschweißen im Unterdruck ;;https://www.tu-braunschweig.de/gb2/abt21/service
Niedersachsen;TU Braunschweig;2014;Dobeneck-Technologie-Stiftung;Geldleistung;Spende;60000;Forschungsvorhaben EB-Schweißen mit Mehrbandtechnik ;;https://www.tu-braunschweig.de/gb2/abt21/service
Niedersachsen;TU Braunschweig;2014;Doris Hartmann-Eggeling und Klaus-Dieter Eggeling;Geldleistung;Spende;1800;Deutschlandstipendium ;;https://www.tu-braunschweig.de/gb2/abt21/service
Niedersachsen;TU Braunschweig;2014;Dupont de Nemours Deutschland GmbH ;Geldleistung;Spende;1500;für ''Unkrauttagung 2014'' ;;https://www.tu-braunschweig.de/gb2/abt21/service
Niedersachsen;TU Braunschweig;2014;Ed. Züblin AG;Geldleistung;Spende;3600;Deutschlandstipendium ;;https://www.tu-braunschweig.de/gb2/abt21/service
Niedersachsen;TU Braunschweig;2014;Ferchau Engineering;Geldleistung;Spende;3600;Deutschlandstipendium ;;https://www.tu-braunschweig.de/gb2/abt21/service
Niedersachsen;TU Braunschweig;2014;Förderverein Partikeltechnik Braunschweig e.V.;Geldleistung;Spende;1800;Deutschlandstipendium ;;https://www.tu-braunschweig.de/gb2/abt21/service
Niedersachsen;TU Braunschweig;2014;Friede Springer-Stiftung;Geldleistung;Spende;1000;Projekt Grüne Schule 50 ;;https://www.tu-braunschweig.de/gb2/abt21/service
Niedersachsen;TU Braunschweig;2014;Henkel;Geldleistung;Spende;1000;Projekt Grüne Schule 50 ;Fritz-Henkel-Stiftung;https://www.tu-braunschweig.de/gb2/abt21/service
Niedersachsen;TU Braunschweig;2014;Georgia State University ;Geldleistung;Schenkung;1096,34;Preisgeld Prof. Jukan ;;https://www.tu-braunschweig.de/gb2/abt21/service
Niedersachsen;TU Braunschweig;2014;Harzwasserwerke ;Geldleistung;Spende;3271,2;Lehre und Forschung ;;https://www.tu-braunschweig.de/gb2/abt21/service
Niedersachsen;TU Braunschweig;2014;Helmut Streiff;Geldleistung;Spende;1800;Deutschlandstipendium ;;https://www.tu-braunschweig.de/gb2/abt21/service
Niedersachsen;TU Braunschweig;2014;Heraeus;Geldleistung;Spende;1309;Chemikalie f. Labor, 10 g Iridium(III)-Chlorid-Hydrat, 10 g Ruthenium(III)-Chlorid-Hydrat ;Heraeus Precious Metals GmbH & Co. KG ;https://www.tu-braunschweig.de/gb2/abt21/service
Niedersachsen;TU Braunschweig;2014;Hermes Arzneimittel GmbH ;Geldleistung;Spende;12000;Wissensch., Forsch., Lehre, Erz. ;;https://www.tu-braunschweig.de/gb2/abt21/service
Niedersachsen;TU Braunschweig;2014;Dr.-Ing. E.h. Udo-Willi Kögler, Wolfsburg;Geldleistung;Spende;6000;Walter-Kertz-Studienpreis 2014 ;;https://www.tu-braunschweig.de/gb2/abt21/service
Niedersachsen;TU Braunschweig;2014;hhpberlin Ingenieure für Brandschutz GmbH;Geldleistung;Spende;2850;Wissenschaftliche Zwecke ;;https://www.tu-braunschweig.de/gb2/abt21/service
Niedersachsen;TU Braunschweig;2014;IHK Braunschweig;Geldleistung;Spende;1800;Deutschlandstipendium ;;https://www.tu-braunschweig.de/gb2/abt21/service
Niedersachsen;TU Braunschweig;2014;IHK Braunschweig;Geldleistung;Spende;1100;Stipendium für Internationale Sommerkurse 2014 ;;https://www.tu-braunschweig.de/gb2/abt21/service
Niedersachsen;TU Braunschweig;2014;Innovationsgesellschaft Technische Universität Braunschweig mbH;Geldleistung;Spende;10800;Deutschlandstipendium ;;https://www.tu-braunschweig.de/gb2/abt21/service
Niedersachsen;TU Braunschweig;2014;Johann Georg von Hülsen ;Sachleistung;Spende;2500;mehrere gut erhaltene Bücher ;;https://www.tu-braunschweig.de/gb2/abt21/service
Niedersachsen;TU Braunschweig;2014;Jürgen Lambrecht;Geldleistung;Spende;1800;Deutschlandstipendium ;;https://www.tu-braunschweig.de/gb2/abt21/service
Niedersachsen;TU Braunschweig;2014;Laves-Stiftung;Geldleistung;Sponsoring;1500;Vortragsreihe ''Architekturpositionen'' ;;https://www.tu-braunschweig.de/gb2/abt21/service
Niedersachsen;TU Braunschweig;2014;Leser GmbH & Co. KG;Geldleistung;Spende;3600;Deutschlandstipendium ;;https://www.tu-braunschweig.de/gb2/abt21/service
Niedersachsen;TU Braunschweig;2014;Lions Hilfswerk Braunschweig- Dankwarderode;Geldleistung;Spende;1000;Projekt Grüne Schule 50 ;;https://www.tu-braunschweig.de/gb2/abt21/service
Niedersachsen;TU Braunschweig;2014;Lufthansa;Geldleistung;Spende;3600;Deutschlandstipendium ;Lufthansa Technik AG ;https://www.tu-braunschweig.de/gb2/abt21/service
Niedersachsen;TU Braunschweig;2014;Metropolregion Hannover, Braunschweig Göttingen, Wolfsburg GmbH ;Geldleistung;Sponsoring;1000;Kolloquium ISU-Talks 02 ;;https://www.tu-braunschweig.de/gb2/abt21/service
Niedersachsen;TU Braunschweig;2014;Miele & Cie. KG;Geldleistung;Spende;9000;Deutschlandstipendium ;;https://www.tu-braunschweig.de/gb2/abt21/service
Niedersachsen;TU Braunschweig;2014;Nibelungen-Wohnbau-GmbH ;Geldleistung;Spende;1000;ohne Verwendungszweck ;;https://www.tu-braunschweig.de/gb2/abt21/service
Niedersachsen;TU Braunschweig;2014;Osypka;Geldleistung;Spende;2200;Stipendium, Sommerkurse 2014 ;Peter-Osypka-Stiftung ;https://www.tu-braunschweig.de/gb2/abt21/service
Niedersachsen;TU Braunschweig;2014;Petersen Tegl A/S, Jørn Enderlein, Nybølnorvej 14, 6310 Broager, Denmark ;Geldleistung;Sponsoring;1000;Symposium ''Nachhaltiges Entwerfen'' am 06.05.14 ;;https://www.tu-braunschweig.de/gb2/abt21/service
Niedersachsen;TU Braunschweig;2014;Prof. Dr. Ing. Heinz Duddeck, Braunschweig;Geldleistung;Spende;3600;Deutschlandstipendium ;;https://www.tu-braunschweig.de/gb2/abt21/service
Niedersachsen;TU Braunschweig;2014;Prof. Dr.-Ing. Jürgen Salge ;Sachleistung;Spende;1000;Institutsbibliothek, Fachbücherspende ;;https://www.tu-braunschweig.de/gb2/abt21/service
Niedersachsen;TU Braunschweig;2014;Prof. Dr. Ing. Rehm Gallus, München;Geldleistung;Spende;2200;Stipendium für Internationale Sommerkurse 2014 ;;https://www.tu-braunschweig.de/gb2/abt21/service
Niedersachsen;TU Braunschweig;2014;Prof. Dr. Armand Blaschette;Geldleistung;Spende;2500;Zeitschriften u. Monografien im Fach Chemie erwerben ;;https://www.tu-braunschweig.de/gb2/abt21/service
Niedersachsen;TU Braunschweig;2014;Prof. i.R. Dr. Henning Hopf ;Geldleistung;Spende;4000;Laborbedarf, Chemikalien ;;https://www.tu-braunschweig.de/gb2/abt21/service
Niedersachsen;TU Braunschweig;2014;Prof. i.R. Dr. Henning Hopf ;Geldleistung;Spende;2000;Laborbedarf, Chemikalien ;;https://www.tu-braunschweig.de/gb2/abt21/service
Niedersachsen;TU Braunschweig;2014;S. Fischer Stiftung, Berlin ;Geldleistung;Spende;1500;Vortragshonorare für Teilnehmer des Wulf-Kirsten-Kolloquiums ''Landschaft als poetischer Text'' ;;https://www.tu-braunschweig.de/gb2/abt21/service
Niedersachsen;TU Braunschweig;2014;Siemens;Geldleistung;Spende;9000;Deutschlandstipendium ;;https://www.tu-braunschweig.de/gb2/abt21/service
Niedersachsen;TU Braunschweig;2014;SiGA GmbH&Co. KG ;Geldleistung;Spende;2000;Spende für das Projekt ''Die Lernfabrik'' ;;https://www.tu-braunschweig.de/gb2/abt21/service
Niedersachsen;TU Braunschweig;2014;Signon Deutschland GmbH;Geldleistung;Spende;1800;Deutschlandstipendium ;;https://www.tu-braunschweig.de/gb2/abt21/service
Niedersachsen;TU Braunschweig;2014;Stadt Braunschweig, Fachbereich Kultur, Frau Dr. Boldt-Stülzebach ;Geldleistung;Spende;5000;Vortragshonorare für Teilnehmer des ''Symposions zum 150. Geburtstag Ricarda Huchs'' ;;https://www.tu-braunschweig.de/gb2/abt21/service
Niedersachsen;TU Braunschweig;2014;Stadt Rotenburg/Wümme ;Geldleistung;Sponsoring;4000;Preisgeld studentischer Wettbewerb ;;https://www.tu-braunschweig.de/gb2/abt21/service
Niedersachsen;TU Braunschweig;2014;Stiftung Braunschweiger Land;Geldleistung;Spende;1000;Projekt Grüne Schule 50 ;;https://www.tu-braunschweig.de/gb2/abt21/service
Niedersachsen;TU Braunschweig;2014;Stiftung Braunschweigischer Kulturbesitz;Geldleistung;Schenkung;18481,89;Druckkosten Schriftenreihe ;;https://www.tu-braunschweig.de/gb2/abt21/service
Niedersachsen;TU Braunschweig;2014;Stiftung zur Förderung der Wissenschaften an der Carolo-Wilhelmina;Geldleistung;Spende;18000;Deutschlandstipendium ;;https://www.tu-braunschweig.de/gb2/abt21/service
Niedersachsen;TU Braunschweig;2014;Syngenta Agro GmbH;Geldleistung;Spende;1500;für ''Unkrauttagung 2014'';;https://www.tu-braunschweig.de/gb2/abt21/service
Niedersachsen;TU Braunschweig;2014;Techniker Krankenkasse;Geldleistung;Sponsoring;5042,02;Anschaffungen Sportgeräte;;https://www.tu-braunschweig.de/gb2/abt21/service
Niedersachsen;TU Braunschweig;2014;Techniker Krankenkasse;Geldleistung;Sponsoring;5042,02;Anschaffungen Sportgeräte;;https://www.tu-braunschweig.de/gb2/abt21/service
Niedersachsen;TU Braunschweig;2014;Techniker Krankenkasse;Geldleistung;Sponsoring;5042,02;Anschaffungen Sportgeräte;;https://www.tu-braunschweig.de/gb2/abt21/service
Niedersachsen;TU Braunschweig;2014;Thüringer Ministerium für Bildung, Wissenschaft und Kunst, Erfurt ;Geldleistung;Spende;1100;Vortragshonorate für Teilnehmer des Wulf-Kirsten-Kolloquiums ''Landschaft als poetischer Text'';;https://www.tu-braunschweig.de/gb2/abt21/service
Niedersachsen;TU Braunschweig;2014;Trumpf;Geldleistung;Spende;10800;Deutschlandstipendium ;;https://www.tu-braunschweig.de/gb2/abt21/service
Niedersachsen;TU Braunschweig;2014;Union Kaufm. Verein;Geldleistung;Spende;1013;Projekt Grüne Schule 50;;https://www.tu-braunschweig.de/gb2/abt21/service
Niedersachsen;TU Braunschweig;2014;Verband der Metallindustriellen Niedersachsen e. V., Hannover;Geldleistung;Sponsoring;40000;Institutsbroschüre, öffentlichkeitsarbeit;;https://www.tu-braunschweig.de/gb2/abt21/service
Niedersachsen;TU Braunschweig;2014;Verein zur Förderung der Koordinierungsstelle Windenergierecht e.V., Eisenhartstr.18, 14469 Potsdam;Geldleistung;Spende;5754,9;Personalkosten;;https://www.tu-braunschweig.de/gb2/abt21/service
