Bundesland;Universität;Jahr;Name des Gebers;Geld-/Sachspende;Art der Leistung;Wert;Hinweis;Alternativname;;;
;;2011;anonymisiert*;Geldleistung;Spende;4500;Forschung & Lehre Stipendienzahlung;;;;
;;2011;anonymisiert*;Geldleistung;Spende;1000;Forschung & Lehre;;;;
;;2011;anonymisiert*;Geldleistung;Spende;760;Veranstaltung „Physiksommer“;;;;
;;2011;anonymisiert*;Geldleistung;Spende;1500;Forschung & Lehre;;;;
;;2011;anonymisiert*;Geldleistung;Spende;1000;Forschung & Lehre;;;;
;;2011;anonymisiert*;Geldleistung;Spende;1408;kulturelle Veranstaltung „Finanzierung Flügel“;;;;
;;2011;anonymisiert*;Sachleistung;Spende;665;Forschung & Lehre Komplett-PC, neu;;;;
;;2011;anonymisiert*;Sachleistung;Spende;5181,26;Forschung & Lehre Erneuerung Videoprojektor;;;;
;;2011;anonymisiert*;Sachleistung;Spende;7387,1;Forschung & Lehre VFFIA DI Laqua Embedded Systems;;;;
;;2011;anonymisiert*;Geldleistung;Spende;1000;Forschung & Lehre;;;;
;;2011;anonymisiert*;Geldleistung;Spende;750;wissenschaftliche Veranstaltung „Lebendige Glasoberflächen II“;;;;
;;2011;anonymisiert*;Geldleistung;Spende;5000;Forschung & Lehre;;;;
;;2011;anonymisiert*;Geldleistung;Spende;1000;Forschung & Lehre;;;;
;;2011;CE-LAB GmbH;Geldleistung;Spende;1750;Forschung & Lehre Stipendium für ausländsiche Studierende;;;;
;;2011;anonymisiert*;steuerpflichtige Werbeleistung;Sponsoring;595;kulturelle Veranstaltung „Uniball“;;;;
;;2011;anonymisiert*;steuerpflichtige Werbeleistung;Sponsoring;595;kulturelle Veranstaltung „Uniball“;;;;
;;2011;anonymisiert*;steuerpflichtige Werbeleistung;Sponsoring;595;kulturelle Veranstaltung „Uniball“;;;;
;;2011;anonymisiert*;steuerpflichtige Werbeleistung;Sponsoring;595;wissenschaftliche Veranstaltung „InnoForum Mikro-Nano Intgr.“;;;;
;;2011;anonymisiert*;steuerpflichtige Werbeleistung;Sponsoring;2500;kulturelle Veranstaltung;;;;
;;2011;anonymisiert*;steuerpflichtige Werbeleistung;Sponsoring;1490;wissenschaftliche Veranstaltung „InnoForum Mikro-Nano Intgr.“;;;;
;;2011;anonymisiert*;steuerpflichtige Werbeleistung;Sponsoring;1000;kulturelle Veranstaltung „DHM Badminton“;;;;
;;2011;anonymisiert*;steuerpflichtige Werbeleistung;Sponsoring;2975;wissenschaftliche Veranstaltung;;;;
;;2011;anonymisiert*;steuerfreie Werbeleistung;Sponsoring;500;wissenschaftliche Veranstaltung „OCT-Workshop“;;;;
;;2011;anonymisiert*;steuerpflichtige Werbeleistung;Sponsoring;595;kulturelle Veranstaltung „Uniball“;;;;
;;2011;anonymisiert*;steuerpflichtige Werbeleistung;Sponsoring;595;kulturelle Veranstaltung „Uniball“;;;;
;;2011;anonymisiert*;steuerpflichtige Werbeleistung/Sachsponsoring;Sponsoring;2438,31;Forschung & Lehre- Software Prem. EditionV7;;;;
;;2011;anonymisiert*;steuerfreie Werbeleistung;Sponsoring;500;Wissenschaftliche Veranstaltung „OCT-Workshop“;;;;
;Universität Erfurt;2010;Universitäts-Gesellschaft Erfurt e.V.;Geldleistung;Spende;8037,2;Wissenschaftliche Zwecke;;;;
;;2010;anonymisiert*;Geldleistung;Spende;12500;Wissenschaftliche Zwecke;;;;
;;2010;anonymisiert*;Sachleistung;Spende;700;"Wissenschaftliche Zwecke; (Literatur)";;;;
;;2010;anonymisiert*;Sachleistung;Spende;10500;"Wissenschaftliche Zwecke; (Literatur)";;;;
;;2010;anonymisiert*;Sachleistung;Spende;602;"Wissenschaftliche Zwecke; (Literatur)";;;;
;;2011;UniversitätsGesellschaft Erfurt e.V.;Geldleistung;Spende;6312;Wissenschaftliche Zwecke;;;;
;;2011;Gothaer Kulturstiftung;Geldleistung;Spende;2945,25;Wissenschaftliche Zwecke;;;;
;;2011;anonymisiert*;Sachleistung;Spende;11265;Wissenschaftliche Zwecke Literatur;;;;
;;2011;anonymisiert*;Sachleistung;Spende;900;Wissenschaftliche Zwecke Literatur;;;;
;Universität Jena (ohne Klinikum);2010;anonymisiert*;Geldleistung;Sponsoring;1000;Sommerfest;;;;
;;2010;anonymisiert*;Geldleistung;Sponsoring;2500;Sommerfest;;;;
;;2010;anonymisiert*;Geldleistung;Sponsoring;2000;Sommerfest;;;;
;;2010;anonymisiert*;Geldleistung;Sponsoring;1500;Sommerfest;;;;
;;2010;anonymisiert*;Geldleistung;Sponsoring;2000;Sommerfest;;;;
;;2010;anonymisiert*;Geldleistung;Sponsoring;5000;nicht bekannt;;;;
;;2010;anonymisiert*;Geldleistung;Sponsoring;1000;Sommerfest;;;;
;;2010;anonymisiert*;Geldleistung;Sponsoring;20000;Mediationstag;;;;
;;2010;anonymisiert*;Geldleistung;Sponsoring;1000;nicht bekannt;;;;
;;2010;anonymisiert*;Geldleistung;Sponsoring;1000;Novell Anwender Workshop;;;;
;;2010;anonymisiert*;Geldleistung;Sponsoring;500;SFT;;;;
;;2010;anonymisiert*;Geldleistung;Sponsoring;500;SFT;;;;
;;2010;anonymisiert*;Geldleistung;Sponsoring;1000;SFT;;;;
;;2010;anonymisiert*;Geldleistung;Sponsoring;750;SFT;;;;
;;2010;anonymisiert*;Geldleistung;Sponsoring;8000;Symposium;;;;
;;2010;anonymisiert*;Geldleistung;Sponsoring;10000;Symposium;;;;
;;2010;anonymisiert*;Geldleistung;Sponsoring;785,86;nicht bekannt;;;;
;;2010;anonymisiert*;Geldleistung;Sponsoring;1000;Workshop;;;;
;;2010;anonymisiert*;Geldleistung;Spende/ sonstige Schenkung / Zuwendungen (auch Projekte);1070;Stipendium;;;;
;;2010;anonymisiert*;Geldleistung;Spende/ sonstige Schenkung / Zuwendungen (auch Projekte);1070;Stipendium;;;;
;;2010;anonymisiert*;Geldleistung;Spende/ sonstige Schenkung / Zuwendungen (auch Projekte);7000;Seminar;;;;
;;2010;anonymisiert*;Geldleistung;Spende/ sonstige Schenkung / Zuwendungen (auch Projekte);1070;Stipendium;;;;
;;2010;anonymisiert*;Geldleistung;Spende/ sonstige Schenkung / Zuwendungen (auch Projekte);3000;Stipendium;;;;
;;2010;anonymisiert*;Geldleistung;Spende/ sonstige Schenkung / Zuwendungen (auch Projekte);22500;China Woche;;;;
;;2010;anonymisiert*;Geldleistung;Spende/ sonstige Schenkung / Zuwendungen (auch Projekte);1070;Stipendium;;;;
;;2010;anonymisiert*;Geldleistung;Spende/ sonstige Schenkung / Zuwendungen (auch Projekte);1070;Stipendium;;;;
;;2010;anonymisiert*;Geldleistung;Spende/ sonstige Schenkung / Zuwendungen (auch Projekte);1070;Stipendium;;;;
;;2010;anonymisiert*;Geldleistung;Spende/ sonstige Schenkung / Zuwendungen (auch Projekte);1070;Stipendium;;;;
;;2010;anonymisiert*;Geldleistung;Spende/ sonstige Schenkung / Zuwendungen (auch Projekte);1070;Stipendium;;;;
;;2010;anonymisiert*;Geldleistung;Spende/ sonstige Schenkung / Zuwendungen (auch Projekte);1070;Stipendium;;;;
;;2010;anonymisiert*;Geldleistung;Spende/ sonstige Schenkung / Zuwendungen (auch Projekte);1070;Stipendium;;;;
;;2010;anonymisiert*;Geldleistung;Spende/ sonstige Schenkung / Zuwendungen (auch Projekte);1070;Stipendium;;;;
;;2010;anonymisiert*;Geldleistung;Spende/ sonstige Schenkung / Zuwendungen (auch Projekte);1070;Stipendium;;;;
;;2010;anonymisiert*;Geldleistung;Spende/ sonstige Schenkung / Zuwendungen (auch Projekte);2000;Veranstaltung;;;;
;;2010;anonymisiert*;Geldleistung;Spende;2500;Lehrpreis;;;;
;;2010;anonymisiert*;Geldleistung;Spende;3000;Unterstützung einer Diplomarbeit;;;;
;;2010;anonymisiert*;Geldleistung;Spende;500;nicht bekannt;;;;
;;2010;anonymisiert*;Geldleistung;Spende;1500;Familie in der Hochschule;;;;
;;2010;anonymisiert*;Geldleistung;Spende;1000;Stipendium;;;;
;;2010;anonymisiert*;Geldleistung;Spende;500;Unterstützung Moot Court;;;;
;;2010;anonymisiert*;Geldleistung;Spende;1000;Stipendium;;;;
;;2010;anonymisiert*;Geldleistung;Spende;500;nicht bekannt;;;;
;;2010;anonymisiert*;Geldleistung;Spende;500;Ehrenkolloquium;;;;
;;2010;anonymisiert*;Geldleistung;Spende;1661,4;Unterstützung Moot Court;;;;
;;2010;anonymisiert*;Geldleistung;Spende;43200;Graduiertenschule Photonics;;;;
;;2010;anonymisiert*;Geldleistung;Spende;500;nicht bekannt;;;;
;;2010;anonymisiert*;Geldleistung;Spende;10000;Fakultätspreis;;;;
;;2010;anonymisiert*;Geldleistung;Spende;2500;Fakultätspreis;;;;
;;2010;anonymisiert*;Geldleistung;Spende;1000;Chinawoche;;;;
;;2010;anonymisiert*;Geldleistung;Spende;600;Festakt;;;;
;;2010;anonymisiert*;Geldleistung;Spende;750;Stipendium;;;;
;;2010;anonymisiert*;Geldleistung;Spende;5000;Sommerfest;;;;
;;2010;anonymisiert*;Geldleistung;Spende;3000;nicht bekannt;;;;
;;2010;anonymisiert*;Geldleistung;Spende;1500;Festakt;;;;
;;2010;anonymisiert*;Geldleistung;Spende;500;Festakt;;;;
;;2010;anonymisiert*;Geldleistung;Spende;1000;nicht bekannt;;;;
;;2010;anonymisiert*;Geldleistung;Spende;750;Stipendium;;;;
;;2010;anonymisiert*;Geldleistung;Spende;750;Stipendium;;;;
;;2010;anonymisiert*;Geldleistung;Sponsoring;504,2;nicht bekannt;;;;
;;2010;anonymisiert*;Geldleistung;Spende;1000;Pflanzenpatenschaft;;;;
;;2010;anonymisiert*;Geldleistung;Spende;3000;nicht bekannt;;;;
;;2010;anonymisiert*;Geldleistung;Spende;50000;nicht bekannt;;;;
;;2010;anonymisiert*;Geldleistung;Spende;2727,37;nicht bekannt;;;;
;;2010;anonymisiert*;Geldleistung;Sponsoring;690;MICOM;;;;
;;2010;anonymisiert*;Geldleistung;Sponsoring;1000;MICOM;;;;
;;2010;anonymisiert*;Geldleistung;Sponsoring;690;MICOM;;;;
;;2010;anonymisiert*;Geldleistung;Sponsoring;500;MICOM;;;;
;;2010;anonymisiert*;Geldleistung;Sponsoring;760;MICOM;;;;
;;2010;anonymisiert*;Geldleistung;Sponsoring;600;MICOM;;;;
;;2010;anonymisiert*;Geldleistung;Spende;500;Zuschuss Tagung;;;;
;;2010;anonymisiert*;Geldleistung;Spende;3000;nicht bekannt;;;;
;;2010;anonymisiert*;Geldleistung;Sponsoring;504,2;nicht bekannt;;;;
;;2010;anonymisiert*;Geldleistung;Spende;700;Biochemie;;;;
;;2010;anonymisiert*;Geldleistung;Spende;532,27;Botanischer Garten;;;;
;;2010;anonymisiert*;Geldleistung;Spende;652,9;Botanischer Garten;;;;
;;2010;anonymisiert*;Geldleistung;Spende;5000;nicht bekannt;;;;
;;2010;anonymisiert*;Geldleistung;Spende;500;nicht bekannt;;;;
;;2010;anonymisiert*;Geldleistung;Spende;5000;Wirtschaftswissenschaften;;;;
;;2010;anonymisiert*;Geldleistung;Spende;3000;Unterstützung Kongress;;;;
;;2010;anonymisiert*;Geldleistung;Spende;1000;nicht bekannt;;;;
;;2010;anonymisiert*;Geldleistung;Spende;500;nicht bekannt;;;;
;;2010;anonymisiert*;Geldleistung;Spende;2500;Zuschuss Workshop;;;;
;;2010;anonymisiert*;Sachleistung;Spende;2799,28;Rektoramt Schllerbüste;;;;
;;2010;anonymisiert*;Sachleistung;Spende;2476,65;ThULB Pädagogische Fachliteratur;;;;
;;2010;anonymisiert*;Sachleistung;Spende;946,47;ThULB Juristische Fachlite- ratur;;;;
;;2010;anonymisiert*;Sachleistung;Spende;1007,78;ThULB Politik- wissenschaftliche Literatur;;;;
;;2010;anonymisiert*;Sachleistung;Spende;1284,4;ThULB Pädagogische Fachliteratur;;;;
;;2010;anonymisiert*;Sachleistung;Spende;1548;ThULB Bücher des 17.-19. JH;;;;
;;2010;anonymisiert*;Sachleistung;Spende;1000;ThULB Orientalische Münzen;;;;
;;2010;anonymisiert*;Sachleistung;Spende;7500;Herbarium Hausknecht Herbarium Material;;;;
;;2010;anonymisiert*;Sachleistung;Spende;2300;Herbarium Hausknecht Herbarium Material;;;;
;;2010;anonymisiert*;Sachleistung;Spende;2300;Herbarium Hausknecht Herbarium Material;;;;
;;2010;anonymisiert*;Sachleistung;Spende;651,28;ThULB Wirtschafts- wissenschaftliche Literatur;;;;
;;2010;anonymisiert*;Sachleistung;Spende;4612,53;ThULB Mathematische Fachliteratur;;;;
;;2010;anonymisiert*;Sachleistung;Spende;2850;Herbarium Hausknecht Herbarium Material;;;;
;;2011;anonymisiert*;Geldleistung;Spende;80000;Grabung Alten Gleisberg;;;;
;;2011;anonymisiert*;Geldleistung;Spende;4500;3-Hirn-Stip.;;;;
;;2011;anonymisiert*;Geldleistung;Spende;600;nicht bekannt;;;;
;;2011;anonymisiert*;Geldleistung;Spende;1800;Dtl.-Stipendium;;;;
;;2011;anonymisiert*;Geldleistung;Spende;16200;Dtl.-Stipendium;;;;
;;2011;anonymisiert*;Geldleistung;Spende;750;3-Hirn-Stip.;;;;
;;2011;anonymisiert*;Geldleistung;Spende;25920;Grad.-Stip. 3. Rate;;;;
;;2011;anonymisiert*;Geldleistung;Spende;5000;nicht bekannt;;;;
;;2011;anonymisiert*;Geldleistung;Spende;500;Workshop Mitteldt. Univ.landschaft;;;;
;;2011;anonymisiert*;Geldleistung;Spende;1500;nicht bekannt;;;;
;;2011;anonymisiert*;Geldleistung;Spende;25920;Grad.-Stip. Photonics 2011 4. Rate;;;;
;;2011;anonymisiert*;Geldleistung;Spende;7250;Zuwendung 2011;;;;
;;2011;anonymisiert*;Geldleistung;Spende;2000;nicht bekannt;;;;
;;2011;anonymisiert*;Geldleistung;Spende;1000;nicht bekannt;;;;
;;2011;anonymisiert*;Geldleistung;Spende;3000;Arktisforschung;;;;
;;2011;anonymisiert*;Geldleistung;Spende;1000;nicht bekannt;;;;
;;2011;anonymisiert*;Geldleistung;Spende;800;nicht bekannt;;;;
;;2011;anonymisiert*;Geldleistung;Spende;50000;Jena Center;;;;
;;2011;anonymisiert*;Geldleistung;Spende;1500;nicht bekannt;;;;
;;2011;anonymisiert*;Geldleistung;Spende;70000;nicht bekannt;;;;
;;2011;anonymisiert*;Geldleistung;Spende;500;Schülerlabor;;;;
;;2011;anonymisiert*;Geldleistung;Spende;2490;nicht bekannt;;;;
;;2011;anonymisiert*;Geldleistung;Spende;3000;Grabung Alten Gleisberg;;;;
;;2011;anonymisiert*;Geldleistung;Spende;500;Exkursion;;;;
;;2011;anonymisiert*;Geldleistung;Spende;500;Exkursion;;;;
;;2011;anonymisiert*;Geldleistung;Spende;800;Unterstützung Forschungsarbeiten Lehrstuhl;;;;
;;2011;anonymisiert*;Geldleistung;Spende;750;dvs-Tagung;;;;
;;2011;anonymisiert*;Geldleistung;Spende;500;Symposium;;;;
;;2011;anonymisiert*;Geldleistung;Spende;500;nicht bekannt;;;;
;;2011;anonymisiert*;Geldleistung;Spende;500;Pharmaball;;;;
;;2011;anonymisiert*;Geldleistung;Spende;1022,02;Botanischer Garten;;;;
;;2011;anonymisiert*;Geldleistung;Spende;500;Tria-Corda Vorlesung;;;;
;;2011;anonymisiert*;Geldleistung;Spende;500;nicht bekannt;;;;
;;2011;anonymisiert*;Geldleistung;Spende;1900;nicht bekannt;;;;
;;2011;anonymisiert*;Geldleistung;Spende;500;nicht bekannt;;;;
;;2011;anonymisiert*;Geldleistung;Spende/sonstige Schenkung / Zuwendung- en (auch Projekte);6000;nicht bekannt;;;;
;;2011;anonymisiert*;Geldleistung;Spende/sonstige Schenkung / Zuwendung- en (auch Projekte);1000;Druckkostenzuschuss Summerschool;;;;
;;2011;anonymisiert*;Geldleistung;Spende/sonstige Schenkung / Zuwendung- en (auch Projekte);800;Honorare Referenten Summerschool;;;;
;;2011;anonymisiert*;Geldleistung;Spende/sonstige Schenkung / Zuwendung- en (auch Projekte);760;Thür. Werkstofftag 2011;;;;
;;2011;anonymisiert*;Geldleistung;Spende/sonstige Schenkung / Zuwendung- en (auch Projekte);36005,16;nicht bekannt;;;;
;;2011;anonymisiert*;Geldleistung;Spende/sonstige Schenkung / Zuwendung- en (auch Projekte);3000;Unterstützung Moot Court;;;;
;;2011;anonymisiert*;Geldleistung;Spende/sonstige Schenkung / Zuwendung- en (auch Projekte);6600;6. Symposium;;;;
;;2011;anonymisiert*;Geldleistung;Spende/sonstige Schenkung / Zuwendung- en (auch Projekte);2013,25;nicht bekannt;;;;
;;2011;anonymisiert*;Geldleistung;Spende/sonstige Schenkung / Zuwendung- en (auch Projekte);43200;Stipendium;;;;
;;2011;anonymisiert*;Geldleistung;Spende/sonstige Schenkung / Zuwendung- en (auch Projekte);2000;Symp. 17./18.6.11;;;;
;;2011;anonymisiert*;Geldleistung;Spende/sonstige Schenkung / Zuwendung- en (auch Projekte);5000;Zuschuss intern. Konferenz;;;;
;;2011;anonymisiert*;Geldleistung;Spende/sonstige Schenkung / Zuwendung- en (auch Projekte);10000;Preisgeld 2011;;;;
;;2011;anonymisiert*;Geldleistung;Spende/sonstige Schenkung / Zuwendung- en (auch Projekte);7173,4;Unterstützung Moot Court;;;;
;;2011;anonymisiert*;Geldleistung;Spende/sonstige Schenkung / Zuwendung- en (auch Projekte);1000;Zuwendung Grabstätte N.N.;;;;
;;2011;anonymisiert*;Geldleistung;Spende/sonstige Schenkung / Zuwendung- en (auch Projekte);14450;Stipendium N.N.;;;;
;;2011;anonymisiert*;Geldleistung;Spende/sonstige Schenkung / Zuwendung- en (auch Projekte);3000;Unterstützung Moot Court;;;;
;;2011;anonymisiert*;Geldleistung;Spende/sonstige Schenkung / Zuwendung- en (auch Projekte);2500;Unterstützung Moot Court;;;;
;;2011;anonymisiert*;Geldleistung;Spende/sonstige Schenkung / Zuwendung- en (auch Projekte);2000;Unterstützung Moot Court;;;;
;;2011;anonymisiert*;Geldleistung;Spende/sonstige Schenkung / Zuwendung- en (auch Projekte);1000;Unterstützung Moot Court;;;;
;;2011;anonymisiert*;Geldleistung;Spende/sonstige Schenkung / Zuwendung- en (auch Projekte);610;ZKI-Herbsttagung;;;;
;;2011;anonymisiert*;Geldleistung;Spende/sonstige Schenkung / Zuwendung- en (auch Projekte);1500;Förderung;;;;
;;2011;anonymisiert*;Geldleistung;Spende/sonstige Schenkung / Zuwendung- en (auch Projekte);1070;Stipendium;;;;
;;2011;anonymisiert*;Geldleistung;Spende/sonstige Schenkung / Zuwendung- en (auch Projekte);1070;Stipendium;;;;
;;2011;anonymisiert*;Geldleistung;Spende/sonstige Schenkung / Zuwendung- en (auch Projekte);1070;Stipendium;;;;
;;2011;anonymisiert*;Geldleistung;Spende/sonstige Schenkung / Zuwendung- en (auch Projekte);1070;Stipendium;;;;
;;2011;anonymisiert*;Geldleistung;Spende/sonstige Schenkung / Zuwendung- en (auch Projekte);1070;Stipendium;;;;
;;2011;anonymisiert*;Geldleistung;Spende/sonstige Schenkung / Zuwendung- en (auch Projekte);1070;Stipendium;;;;
;;2011;anonymisiert*;Geldleistung;Spende/sonstige Schenkung / Zuwendung- en (auch Projekte);1070;Stipendium;;;;
;;2011;anonymisiert*;Geldleistung;Spende/sonstige Schenkung / Zuwendung- en (auch Projekte);600;Stipendium;;;;
;;2011;anonymisiert*;Geldleistung;Spende/sonstige Schenkung / Zuwendung- en (auch Projekte);1500;Mittel Publikation Sommerschool 2009;;;;
;;2011;anonymisiert*;Geldleistung;Sponsoring;2000;Sommerfest;;;;
;;2011;anonymisiert*;Geldleistung;Sponsoring;2000;Sommerfest;;;;
;;2011;anonymisiert*;Geldleistung;Sponsoring;2000;Sommerfest;;;;
;;2011;anonymisiert*;Geldleistung;Sponsoring;2000;Sommerfest;;;;
;;2011;anonymisiert*;Geldleistung;Sponsoring;5000;Sommerfest;;;;
;;2011;anonymisiert*;Geldleistung;Sponsoring;1000;Sommerfest;;;;
;;2011;anonymisiert*;Geldleistung;Sponsoring;2000;Sommerfest;;;;
;;2011;anonymisiert*;Geldleistung;Sponsoring;25000;Stella Ausstellung;;;;
;;2011;anonymisiert*;Geldleistung;Sponsoring;10000;Stella Ausstellung;;;;
;;2011;anonymisiert*;Geldleistung;Sponsoring;5000;Stella Ausstellung;;;;
;;2011;anonymisiert*;Geldleistung;Sponsoring;956,93;MiCom 2011;;;;
;;2011;anonymisiert*;Geldleistung;Sponsoring;500;MiCom 2011;;;;
;;2011;anonymisiert*;Geldleistung;Sponsoring;6000;Tagung;;;;
;;2011;anonymisiert*;Geldleistung;Sponsoring;500;MiCom 2011;;;;
;;2011;anonymisiert*;Geldleistung;Sponsoring;600;biovision;;;;
;;2011;anonymisiert*;Geldleistung;Sponsoring;840,34;dvs-Tagung;;;;
;;2011;anonymisiert*;Geldleistung;Sponsoring;840,34;Dynamic Walking;;;;
;;2011;anonymisiert*;Geldleistung;Sponsoring;700;Dynamic Walking;;;;
;;2011;anonymisiert*;Geldleistung;Sponsoring;840,34;Dynamic Walking;;;;
;;2011;anonymisiert*;Geldleistung;Sponsoring;1000;Dynamic Walking;;;;
;;2011;anonymisiert*;Geldleistung;Sponsoring;1680,67;nicht bekannt;;;;
;;2011;anonymisiert*;Geldleistung;Sponsoring;575;MiCom 2011;;;;
;;2011;anonymisiert*;Geldleistung;Sponsoring;1260,5;Tag der Fak. für Mathem;;;;
;;2011;anonymisiert*;Geldleistung;Sponsoring;1000;DGAF-Tagung;;;;
;;2011;anonymisiert*;Geldleistung;Sponsoring;6000;DGAF-Tagung;;;;
;;2011;anonymisiert*;Geldleistung;Sponsoring;4000;DGAF-Tagung;;;;
;;2011;anonymisiert*;Geldleistung;Sponsoring;1000;DGAF-Tagung;;;;
;;2011;anonymisiert*;Geldleistung;Sponsoring;4000;DGAF-Tagung;;;;
;;2011;anonymisiert*;Geldleistung;Sponsoring;1000;DGAF-Tagung;;;;
;;2011;anonymisiert*;Geldleistung;Sponsoring;1250;nicht bekannt;;;;
;;2011;anonymisiert*;Geldleistung;Sponsoring;500;nicht bekannt;;;;
;;2011;anonymisiert*;Geldleistung;Sponsoring;750;nicht bekannt;;;;
;;2011;anonymisiert*;Geldleistung;Sponsoring;750;nicht bekannt;;;;
;;2011;anonymisiert*;Geldleistung;Sponsoring;550;Logo für Jahres- bericht;;;;
;;2011;anonymisiert*;Geldleistung;Sponsoring;550;Logo für Jahres- bericht;;;;
;;2011;anonymisiert*;Geldleistung;Sponsoring;550;Logo für Jahres- bericht;;;;
;;2011;anonymisiert*;Geldleistung;Sponsoring;750;Ideenwettbewerb 2011;;;;
;;2011;anonymisiert*;Geldleistung;Sponsoring;1000;Ideenwettbewerb 2012;;;;
;;2011;anonymisiert*;Geldleistung;Sponsoring;750;Ideenwettbewerb 2013;;;;
;;2011;anonymisiert*;Geldleistung;Sponsoring;750;Ideenwettbewerb 2014;;;;
;;2011;anonymisiert*;Geldleistung;Sponsoring;840,34;Pharmaball;;;;
;;2011;anonymisiert*;Geldleistung;Sponsoring;31000;Tagung 07./08.10.2011;;;;
;;2011;anonymisiert*;Geldleistung;Sponsoring;3000;40880;;;;
;;2011;anonymisiert*;Geldleistung;Sponsoring;12000;Symposium;;;;
;;2011;anonymisiert*;Geldleistung;Sponsoring;20000;Symposium;;;;
;;2011;anonymisiert*;Geldleistung;Sponsoring;6500;Projektzuschuss;;;;
;;2011;anonymisiert*;Geldleistung;Sponsoring;6000;Projektzuschuss;;;;
;;2011;anonymisiert*;Geldleistung;Sponsoring;10000;Tagung;;;;
;;2011;anonymisiert*;Geldleistung;Sponsoring;1000;Tagung;;;;
;;2011;anonymisiert*;Sachleistung;Spende;517,99;"ThULB; Erziehungswissen- schaftl. Fachliteratur";;;;
;;2011;anonymisiert*;Sachleistung;Spende;802,85;"ThULB; Sozialwissenschaftl. Fachliteratur";;;;
;;2011;anonymisiert*;Sachleistung;Spende;543,87;"ThULB; Juristische Fachliteratur";;;;
;;2011;anonymisiert*;Sachleistung;Spende;7500;Herbarium Hausknecht Herbarium Material;;;;
;;2011;anonymisiert*;Sachleistung;Spende;4679,13;"ThULB; Mathematsche Fachliteratur";;;;
;;2011;anonymisiert*;Sachleistung;Spende;17718;Herbarium Hausknecht Herbarium Material;;;;
Niedersachsen;Universität Vechta;2012;Alte Oldenburger Krankenversicherung AG, Vechta;Geldleistung;Spende;1800;Deutschlandstipendium;;;;
;;2012;Autohaus Anders, Vechta;Geldleistung;Spende;1800;Deutschlandstipendium;;;;
;;2012;Bankhaus W. Fortmann & Söhne, Oldenburg;Geldleistung;Spende;1800;Deutschlandstipendium;;;;
;;2012;Big Dutchmann International GmbH, Vechta-Calveslage;Geldleistung;Spende;6000;Regionalmonitoring Agrar- und Ernährungswirtschaft;;;;
;;2012;Bischöflich-Münstersches Offizialat, Vechta;Geldleistung;Spende;7780;Expedition Berufswelt;;;;
;;2012;Brand Qualitätsfleisch GmbH & Co. KG, Lohne;Geldleistung;Spende;2000;Regionalmonitoring Agrar- und Ernährungswirtschaft;;;;
